825870,The Odd Bunch Capsicum Prepacked 1kg,$2.80,$2.80 / 1KG,/shop/productdetails/825870/the-odd-bunch-capsicum-prepacked
296813,Blackberry Fresh 125g,$4.50,$36.00 / 1KG,/shop/productdetails/296813/driscoll-s-blackberry-fresh
703827,Woolworths Korean Style Salad Kit 400g,$5.50,$13.75 / 1KG,/shop/productdetails/703827/woolworths-korean-style-salad-kit
840769,Woolworths Sweet Potato Mini Gold Prepacked 300g,$2.70,$9.00 / 1KG,/shop/productdetails/840769/woolworths-sweet-potato-mini-gold-prepacked
105925,Woolworths Beanette Pre Pack 400g Punnet,$3.50,$8.75 / 1KG,/shop/productdetails/105925/woolworths-beanette-pre-pack
164646,Woolworths Garden Salad Bowl 180g,$5.50,$30.56 / 1KG,/shop/productdetails/164646/woolworths-garden-salad-bowl
839573,Woolworths Lebanese Cucumber 500g Pack,$3.50,$7.00 / 1KG,/shop/productdetails/839573/woolworths-lebanese-cucumber
179004,Perfection Chinese Wombok Baby Whole Each,$3.90,$3.90 / 1EA,/shop/productdetails/179004/perfection-chinese-wombok-baby
307315,Woolworths Corn Cobbettes 425g,$4.50,$10.59 / 1KG,/shop/productdetails/307315/woolworths-corn-cobbettes
210687,Woolworths Cranberry & Kaleslaw Kit 350g,$5.50,$15.71 / 1KG,/shop/productdetails/210687/woolworths-cranberry-kaleslaw-kit
380338,Kale Fresh Bunch,$3.50,$3.50 / 1EA,/shop/productdetails/380338/kale-fresh
185251,Woolworths Cook Stir Fry Mix Rainbow Vegetables 400g,$3.00,$7.50 / 1KG,/shop/productdetails/185251/woolworths-cook-stir-fry-mix-rainbow-vegetables
164645,Woolworths Mexican Style Salad Bowl 220g,$5.50,$25.00 / 1KG,/shop/productdetails/164645/woolworths-mexican-style-salad-bowl
305235,Woolworths Green Asparagus Bunch Each,$3.90,$3.90 / 1EA,/shop/productdetails/305235/woolworths-green-asparagus-bunch-green
143311,Woolworths Mushrooms Shiitake 100g Punnet,$6.90,$69.00 / 1KG,/shop/productdetails/143311/woolworths-mushrooms-shiitake
119808,Woolworths Lettuce Oakleaf Green Each,$3.20,$3.20 / 1EA,/shop/productdetails/119808/woolworths-lettuce-oakleaf-green
122674,Macro Onion Spring Organic Each,N/A,N/A,/shop/productdetails/122674/macro-onion-spring-organic
688869,Macro Organic Solanato Tomatoes 200g,N/A,N/A,/shop/productdetails/688869/macro-organic-solanato-tomatoes
845671,The Odd Bunch Mandarin Prepacked 1kg,$2.20,$2.20 / 1KG,/shop/productdetails/845671/the-odd-bunch-mandarin-prepacked
135324,Capsicum Yellow Each,$2.48,$2.48 / 1EA,/shop/productdetails/135324/capsicum-yellow
780371,Woolworths Beetroot Fresh Beetroot 250g,$3.00,$12.00 / 1KG,/shop/productdetails/780371/woolworths-beetroot-fresh-beetroot
186285,Potato Sweet Purple Each,$3.11,$3.11 / 1EA,/shop/productdetails/186285/potato-sweet-purple
810795,Garlic Heads 3 Pack,$3.00,$1.00 / 1EA,/shop/productdetails/810795/woolworths-garlic-heads-clove
839321,The Salad Servers Salad Bean Medley 300g,$6.95,$2.32 / 100G,/shop/productdetails/839321/the-salad-servers-salad-bean-medley
